movieId,title,genres,tmdbId,language,release_year,country
151,Rob Roy (1995),Action|Drama|Romance|War,11780,en,1995,United Kingdom
152,"Addiction, The (1995)",Drama|Horror,34996,en,1995,United States of America
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,414,en,1995,United States of America
154,Beauty of the Day (Belle de jour) (1967),Drama,649,fr,1967,France
155,Beyond Rangoon (1995),Adventure|Drama|War,1873,en,1995,
156,Blue in the Face (1995),Comedy|Drama,5894,en,1995,United States of America
157,Canadian Bacon (1995),Comedy|War,1775,en,1995,United States of America
158,Casper (1995),Adventure|Children,8839,en,1995,United States of America
159,Clockers (1995),Crime|Drama|Mystery,20649,en,1995,United States of America
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,10329,en,1995,United States of America
161,Crimson Tide (1995),Drama|Thriller|War,8963,en,1995,United States of America
162,Crumb (1994),Documentary,26564,en,1994,United States of America
163,Desperado (1995),Action|Romance|Western,8068,en,1995,United States of America
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,8512,en,1995,United States of America
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,1572,en,1995,United States of America
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,13552,en,1995,France
167,Feast of July (1995),Drama,259209,en,1995,United Kingdom
168,First Knight (1995),Action|Drama|Romance,6520,en,1995,United States of America
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,9073,en,1995,France
170,Hackers (1995),Action|Adventure|Crime|Thriller,10428,en,1995,United States of America
171,Jeffrey (1995),Comedy|Drama,17447,en,1995,United States of America
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,9886,en,1995,Canada
173,Judge Dredd (1995),Action|Crime|Sci-Fi,9482,en,1995,United States of America
174,Jury Duty (1995),Comedy,19326,en,1995,United States of America
175,Kids (1995),Drama,9344,en,1995,United States of America
176,Living in Oblivion (1995),Comedy,9071,en,1995,United States of America
177,Lord of Illusions (1995),Horror,8973,en,1995,United States of America
178,Love & Human Remains (1993),Comedy|Drama,15730,en,1994,Canada
179,Mad Love (1995),Drama|Romance,47608,en,1995,United States of America
180,Mallrats (1995),Comedy|Romance,2293,en,1995,United States of America
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,9070,en,1995,Japan
182,Moonlight and Valentino (1995),Drama|Romance,68274,en,1995,United Kingdom
183,Mute Witness (1994),Comedy|Horror|Thriller,48787,en,1995,Germany
184,Nadja (1994),Drama,34574,en,1994,United States of America
185,"Net, The (1995)",Action|Crime|Thriller,1642,en,1995,United States of America
186,Nine Months (1995),Comedy|Romance,11472,en,1995,United States of America
187,Party Girl (1995),Comedy,36196,en,1995,United States of America
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,11980,en,1995,United States of America
189,Reckless (1995),Comedy|Fantasy,58372,en,1995,United States of America
190,Safe (1995),Thriller,32646,en,1995,United Kingdom
191,"Scarlet Letter, The (1995)",Drama|Romance,10533,en,1995,United States of America
192,"Show, The (1995)",Documentary,56088,en,1995,United States of America
193,Showgirls (1995),Drama,10802,en,1995,France
194,Smoke (1995),Comedy|Drama,10149,en,1995,Germany
195,Something to Talk About (1995),Comedy|Drama|Romance,18402,en,1995,United States of America
196,Species (1995),Horror|Sci-Fi,9348,en,1995,United States of America
197,"Stars Fell on Henrietta, The (1995)",Drama,139408,en,1995,United States of America
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,281,en,1995,United States of America
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,5967,fr,1964,France
200,"Tie That Binds, The (1995)",Thriller,79593,en,1995,United States of America
201,Three Wishes (1995),Drama|Fantasy,47939,en,1995,United States of America
202,Total Eclipse (1995),Drama|Romance,36834,en,1995,France
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,9090,en,1995,United States of America
204,Under Siege 2: Dark Territory (1995),Action,3512,en,1995,United States of America
205,Unstrung Heroes (1995),Comedy|Drama,52856,en,1995,United States of America
206,Unzipped (1995),Documentary,77350,en,1995,United States of America
207,"Walk in the Clouds, A (1995)",Drama|Romance,9560,en,1995,United States of America
208,Waterworld (1995),Action|Adventure|Sci-Fi,9804,en,1995,United States of America
209,White Man's Burden (1995),Drama,31611,en,1995,France
210,Wild Bill (1995),Western,65796,en,1995,United States of America
211,"Browning Version, The (1994)",Drama,49805,en,1994,United Kingdom
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,26258,en,1995,United States of America
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,50797,ru,1994,France
214,Before the Rain (Pred dozhdot) (1994),Drama|War,19155,mk,1994,United Kingdom
215,Before Sunrise (1995),Drama|Romance,76,en,1995,Austria
216,Billy Madison (1995),Comedy,11017,en,1995,United States of America
217,"Babysitter, The (1995)",Drama|Thriller,37141,en,1995,United States of America
218,Boys on the Side (1995),Comedy|Drama,9382,en,1995,France
219,"Cure, The (1995)",Drama,6715,en,1995,United States of America
220,Castle Freak (1995),Horror,18256,en,1996,United States of America
222,Circle of Friends (1995),Drama|Romance,22625,en,1995,Ireland
223,Clerks (1994),Comedy,2292,en,1994,United States of America
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,1909,en,1994,United States of America
225,Disclosure (1994),Drama|Thriller,8984,en,1994,United States of America
226,Dream Man (1995),Thriller,61813,en,1995,United States of America
227,Drop Zone (1994),Action|Thriller,4954,en,1994,United States of America
228,Destiny Turns on the Radio (1995),Comedy,62488,en,1995,United States of America
229,Death and the Maiden (1994),Drama|Thriller,10531,en,1994,France
230,Dolores Claiborne (1995),Drama|Thriller,11929,en,1995,United States of America
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,8467,en,1994,United States of America
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,10451,zh,1994,Taiwan
233,Exotica (1994),Drama,20156,en,1994,Canada
234,Exit to Eden (1994),Comedy,18395,en,1994,United States of America
235,Ed Wood (1994),Comedy|Drama,522,en,1994,United States of America
236,French Kiss (1995),Action|Comedy|Romance,397,en,1995,United Kingdom
237,Forget Paris (1995),Comedy|Romance,10525,en,1995,United States of America
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,27985,en,1995,United States of America
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,15789,en,1995,Australia
240,Hideaway (1995),Thriller,27303,en,1995,United States of America
241,Fluke (1995),Children|Drama,21183,en,1995,United States of America
242,Farinelli: il castrato (1994),Drama|Musical,10954,fr,1994,Belgium
243,Gordy (1995),Children|Comedy|Fantasy,47867,en,1995,United States of America
244,Gumby: The Movie (1995),Animation|Children,43475,en,1995,
245,"Glass Shield, The (1994)",Crime|Drama,72031,en,1994,United States of America
246,Hoop Dreams (1994),Documentary,14275,en,1994,United States of America
247,Heavenly Creatures (1994),Crime|Drama,1024,en,1994,New Zealand
248,Houseguest (1994),Comedy,17207,en,1995,United States of America
249,Immortal Beloved (1994),Drama|Romance,13701,en,1994,United States of America
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,14819,en,1995,United States of America
251,"Hunted, The (1995)",Action,32631,en,1995,United States of America
252,I.Q. (1994),Comedy|Romance,11777,en,1994,United States of America
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,628,en,1994,United States of America
254,Jefferson in Paris (1995),Drama,87729,en,1995,France
255,"Jerky Boys, The (1995)",Comedy,18713,en,1995,United States of America
256,Junior (1994),Comedy|Sci-Fi,6280,en,1994,United States of America
257,Just Cause (1995),Mystery|Thriller,9061,en,1995,United States of America
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,37108,en,1995,United States of America
259,Kiss of Death (1995),Crime|Drama|Thriller,6071,en,1995,United States of America
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,11,en,1977,United States of America
261,Little Women (1994),Drama,9587,en,1994,United States of America
262,"Little Princess, A (1995)",Children|Drama,19101,en,1995,United States of America
263,Ladybird Ladybird (1994),Drama,49980,en,1994,United Kingdom
264,"Enfer, L' (1994)",Drama,17961,fr,1994,France
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,18183,es,1992,Mexico
266,Legends of the Fall (1994),Drama|Romance|War|Western,4476,en,1994,United States of America
267,Major Payne (1995),Comedy,11008,en,1995,United States of America
268,Little Odessa (1994),Crime|Drama,47504,en,1994,United States of America
269,My Crazy Life (Mi vida loca) (1993),Drama,32325,en,1994,United Kingdom
270,Love Affair (1994),Drama|Romance,43742,en,1994,United States of America
271,Losing Isaiah (1995),Drama,28313,en,1995,United States of America
272,"Madness of King George, The (1994)",Comedy|Drama,11318,en,1994,United Kingdom
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,3036,en,1994,United Kingdom
274,Man of the House (1995),Comedy,40490,en,1995,United States of America
275,Mixed Nuts (1994),Comedy,24070,en,1994,United States of America
276,Milk Money (1994),Comedy|Romance,8986,en,1994,United States of America
277,Miracle on 34th Street (1994),Drama,10510,en,1994,United States of America
278,Miami Rhapsody (1995),Comedy,17402,en,1995,United States of America
279,My Family (1995),Drama,38722,en,1995,United States of America
280,Murder in the First (1995),Drama|Thriller,8438,en,1995,France
281,Nobody's Fool (1994),Comedy|Drama|Romance,11593,en,1994,United States of America
282,Nell (1994),Drama,1945,en,1994,United States of America
283,New Jersey Drive (1995),Crime|Drama,39310,en,1995,United States of America
284,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,109560,en,1993,Japan
285,Beyond Bedlam (1993),Drama|Horror,56428,en,1994,United Kingdom
286,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller,63105,en,1995,United States of America
287,Nina Takes a Lover (1994),Comedy|Romance,131957,en,1994,
288,Natural Born Killers (1994),Action|Crime|Thriller,241,en,1994,United States of America
289,Only You (1994),Comedy|Romance,9058,en,1994,United States of America
290,Once Were Warriors (1994),Crime|Drama,527,en,1994,New Zealand
291,Poison Ivy II (1996),Drama|Thriller,18220,en,1996,United States of America
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,6950,en,1995,United States of America
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,101,en,1994,United States of America
294,"Perez Family, The (1995)",Comedy|Romance,63020,en,1995,United States of America
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,2307,en,1995,United States of America
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,680,en,1994,United States of America
297,Panther (1995),Drama,41478,en,1995,United Kingdom
298,Pushing Hands (Tui shou) (1992),Drama,25296,zh,1991,Taiwan
299,Priest (1994),Drama,40156,en,1995,United Kingdom
300,Quiz Show (1994),Drama,11450,en,1994,United States of America
301,Picture Bride (Bijo photo) (1994),Drama|Romance,30304,en,1995,Japan
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,10452,fr,1994,France
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,12106,en,1995,Japan
304,Roommates (1995),Comedy|Drama,161495,en,1995,United States of America
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,3586,en,1994,United States of America
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,110,fr,1994,France
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,108,fr,1993,France
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,109,fr,1994,France
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,159185,zh,1994,China
310,Rent-a-Kid (1995),Comedy,36357,en,1995,United States of America
311,Relative Fear (1994),Horror|Thriller,92769,en,1995,Canada
312,Stuart Saves His Family (1995),Comedy,28033,en,1995,Germany
313,"Swan Princess, The (1994)",Animation|Children,22586,en,1994,United States of America
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,14334,en,1994,Ireland
315,"Specialist, The (1994)",Action|Drama|Thriller,2636,en,1994,Peru
316,Stargate (1994),Action|Adventure|Sci-Fi,2164,en,1994,France
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,11395,en,1994,United States of America
318,"Shawshank Redemption, The (1994)",Crime|Drama,278,en,1994,United States of America
319,Shallow Grave (1994),Comedy|Drama|Thriller,9905,en,1994,United Kingdom
320,Suture (1993),Film-Noir|Thriller,87078,en,1993,United States of America
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,12527,es,1993,Cuba
322,Swimming with Sharks (1995),Comedy|Drama,20306,en,1994,United States of America
324,"Sum of Us, The (1994)",Comedy|Drama,36614,en,1994,Australia
325,National Lampoon's Senior Trip (1995),Comedy,27993,en,1995,Canada
326,To Live (Huozhe) (1994),Drama,31439,zh,1994,China
327,Tank Girl (1995),Action|Comedy|Sci-Fi,9067,en,1995,United States of America
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,9059,en,1995,United States of America
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,193,en,1994,United States of America
330,Tales from the Hood (1995),Action|Crime|Horror,25066,en,1995,United States of America
331,Tom & Viv (1994),Drama,46797,en,1994,United Kingdom
332,Village of the Damned (1995),Horror|Sci-Fi,12122,en,1995,United States of America
333,Tommy Boy (1995),Comedy,11381,en,1995,United States of America
334,Vanya on 42nd Street (1994),Drama,32636,en,1994,United States of America
335,Underneath (1995),Mystery|Thriller,36141,en,1995,United States of America
336,"Walking Dead, The (1995)",Drama|War,95963,en,1995,United States of America
337,What's Eating Gilbert Grape (1993),Drama,1587,en,1993,United States of America
338,Virtuosity (1995),Action|Sci-Fi|Thriller,9271,en,1995,United States of America
339,While You Were Sleeping (1995),Comedy|Romance,2064,en,1995,United States of America
340,"War, The (1994)",Adventure|Drama|War,19855,en,1994,United States of America
341,Double Happiness (1994),Drama,60855,en,1994,Canada
342,Muriel's Wedding (1994),Comedy,236,en,1994,Australia
343,"Baby-Sitters Club, The (1995)",Children,48287,en,1995,United States of America
344,Ace Ventura: Pet Detective (1994),Comedy,3049,en,1994,United States of America
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,2759,en,1994,Australia
346,Backbeat (1993),Drama|Musical,12635,en,1994,Germany
347,Bitter Moon (1992),Drama|Film-Noir|Romance,10497,en,1992,France
348,Bullets Over Broadway (1994),Comedy,11382,en,1994,United States of America
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,9331,en,1994,United States of America
350,"Client, The (1994)",Drama|Mystery|Thriller,10731,en,1994,United States of America
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,10464,en,1994,United States of America
352,Crooklyn (1994),Comedy|Drama,34152,en,1994,United States of America
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,9495,en,1994,United States of America
354,Cobb (1994),Drama,29973,en,1994,United States of America
355,"Flintstones, The (1994)",Children|Comedy|Fantasy,888,en,1994,United States of America
356,Forrest Gump (1994),Comedy|Drama|Romance|War,13,en,1994,United States of America
357,Four Weddings and a Funeral (1994),Comedy|Romance,712,en,1994,United Kingdom
358,Higher Learning (1995),Drama,16295,en,1995,United States of America
359,I Like It Like That (1994),Comedy|Drama|Romance,48992,en,1994,United States of America
360,I Love Trouble (1994),Action|Comedy,10879,en,1994,United States of America
361,It Could Happen to You (1994),Comedy|Drama|Romance,10660,en,1994,United States of America
362,"Jungle Book, The (1994)",Adventure|Children|Romance,10714,en,1994,United States of America
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,41647,de,1993,Belgium
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,8587,en,1994,United States of America
365,Little Buddha (1993),Drama,1689,en,1993,France
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,11596,en,1994,United States of America
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,854,en,1994,United States of America
368,Maverick (1994),Adventure|Comedy|Western,9359,en,1994,United States of America
369,Mrs. Parker and the Vicious Circle (1994),Drama,23333,en,1994,United States of America
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,36593,en,1994,United States of America
371,"Paper, The (1994)",Comedy|Drama,12280,en,1994,United States of America
372,Reality Bites (1994),Comedy|Drama|Romance,2788,en,1994,United States of America
373,Red Rock West (1992),Thriller,10427,en,1993,United States of America
374,Richie Rich (1994),Children|Comedy,11011,en,1994,United States of America
375,Safe Passage (1994),Drama,49803,en,1994,United States of America
376,"River Wild, The (1994)",Action|Thriller,8987,en,1994,United States of America
377,Speed (1994),Action|Romance|Thriller,1637,en,1994,United States of America
378,Speechless (1994),Comedy|Romance,15128,en,1994,United States of America
379,Timecop (1994),Action|Sci-Fi|Thriller,8831,en,1994,United States of America
